state_code,city,name,category_code,status,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,is_CA,is_NY,is_MA,is_TX,is_otherstate,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,acq/closed
CA,San Francisco,GoodGuide,web,acquired,12/1/2007,,1/19/2009,8/26/2011,1.137,3.737,2.463,3.2164,14,3,14229998,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,1
CA,Cupertino,ViVu,messaging,acquired,1/1/2009,,9/21/2009,6/9/2011,0.7205,2.4356,0.7671,2.7918,7,2,3000000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.5,1,1
NY,New York,avVenta,advertising,acquired,1/1/2005,,1/14/2009,1/14/2009,4.0384,4.0384,6.0027,6.0027,10,1,20000000,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
RI,Providence,DiJiPOP,advertising,acquired,11/1/2008,,8/1/2009,12/6/2010,0.7479,2.0959,1.6548,2.0959,6,2,2000000,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.5,1,1
DC,Washington,Layer 7 Technologies,software,acquired,1/1/2003,,10/26/2006,2/2/2009,3.8192,6.0932,9.0055,9.7726,3,2,19900000,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,1
CA,San Francisco,DeliveryEdge,ecommerce,closed,9/1/2006,4/1/2009,12/1/2007,12/1/2007,1.2493,1.2493,2.589,2.589,6,1,1500000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
CA,San Francisco,Solmentum,cleantech,closed,7/1/2009,11/9/2011,7/1/2009,7/1/2009,0,0,1.2521,1.2521,4,1,325000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,0
CA,San Francisco,Pipewise,enterprise,closed,9/1/2010,10/1/2012,2/17/2011,2/17/2011,0.463,0.463,1.2795,1.8192,16,1,3500000,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0
WA,Seattle,GridNetworks,network_hosting,closed,1/1/2004,8/17/2012,1/1/2006,5/20/2008,2.0027,4.3863,1.5836,4.1918,7,4,30000000,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,2,1,0
CA,Mountain View,MAP Pharmaceuticals,biotech,acquired,1/1/2003,,3/28/2007,3/28/2007,4.2384,4.2384,3.055353048,4.754422568,1,1,50000000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,1,1
NY,New York,"ORCA, Inc.",ecommerce,acquired,1/1/2008,,6/21/2009,6/21/2009,1.4712,1.4712,1.0027,1.4712,5,1,2000000,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,1,1
CA,Redwood City,Amobee,advertising,acquired,5/1/2005,,11/1/2006,3/1/2011,1.5041,5.8356,6.1699,8.3534,25,6,72000000,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,2.3333,1,1
CA,Monterey Park,KOTURA,cleantech,acquired,1/1/2004,,9/7/2005,11/5/2009,1.6849,5.8493,8.4219,8.4219,4,3,27690547,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,4.5,1,1
TX,Plano,Auvitek International,semiconductor,closed,3/1/2004,2/20/2011,5/9/2006,5/9/2006,2.189,2.189,3.055353048,4.754422568,32,1,9000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,1,0
CA,Mountain View,Outright,enterprise,acquired,6/1/2008,,11/1/2008,11/18/2009,0.4192,1.4658,3.1315,4.137,12,2,7500000,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.5,1,1
TX,Austin,Phurnace Software,software,acquired,1/1/2007,,9/11/2007,7/1/2008,0.6932,1.4986,3.4164,3.4164,9,2,10000000,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1
CA,Pasadena,FastSoft,software,acquired,1/1/2006,,6/11/2007,9/4/2012,1.4411,6.6795,2,2,7,4,5965000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
CA,Fremont,GrandCentral,mobile,acquired,4/1/2006,,1/1/2006,1/1/2006,-0.2466,-0.2466,-0.4082,7.4548,9,1,4000000,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
MI,Bingham Farms,Speedshape,advertising,closed,1/1/2003,8/1/2013,2/20/2008,2/20/2008,5.1397,5.1397,7.0055,7.0055,2,1,5000000,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
CA,San Jose,BlueLithium,advertising,acquired,1/1/2004,,2/1/2005,2/1/2005,1.0877,1.0877,5.0959,7.3863,15,1,11500000,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,1
IL,Chicago,Media Chaperone,web,closed,1/1/2009,6/1/2013,1/14/2010,2/24/2011,1.0356,2.1479,1.5808,1.5808,2,2,1050000,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
NY,New York,Giant Realm,web,acquired,1/1/2007,,3/1/2008,5/8/2008,1.1644,1.3507,1.3507,3.3315,13,2,5500000,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1
PA,Philadelphia,Invite Media,advertising,acquired,2/1/2007,,12/1/2007,12/1/2009,0.8301,2.8329,1.0877,3.337,17,3,5000000,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1.6667,1,1
CA,Mountain View,UpMo,enterprise,closed,1/1/2011,7/1/2013,12/13/2009,8/17/2011,-1.0521,0.6247,-1.3589,1.663,11,2,3700000,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0
CA,Freedom,Appscio,software,closed,1/1/2006,1/1/2011,3/20/2007,1/3/2009,1.2137,3.0082,3.055353048,4.754422568,4,2,7000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
MA,Boston,Eons,network_hosting,closed,1/1/2005,5/17/2012,4/1/2006,3/1/2007,1.2466,2.1616,2,3.8137,14,2,32000000,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3.5,1,0
MA,Cambridge,LocaModa,advertising,acquired,1/1/2007,,9/18/2007,3/25/2011,0.7123,4.2301,2.6685,3.0575,8,3,7900000,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1
CA,San Francisco,Meraki,network_hosting,acquired,4/1/2006,,12/1/2006,7/10/2012,0.6685,6.2795,2.7945,7.4493,16,5,80000000,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,2.25,1,1
TX,Austin,MPOWER Mobile,mobile,closed,1/1/2005,6/8/2012,10/28/2009,10/28/2009,4.8247,4.8247,0.2466,0.2466,1,1,5000000,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
WA,Seattle,Haute Secure,security,acquired,1/1/2006,,1/1/2007,3/9/2009,1,3.1863,2.4301,7.6247,5,2,2100000,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1.5,1,1
MD,Bethesda,Intelliworks,enterprise,acquired,12/1/2004,,2/14/2005,4/24/2009,0.2055,4.3973,3.4164,3.4164,6,4,22250000,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,2.5,1,1
OR,Portland,Meridian,enterprise,acquired,3/1/2011,,9/14/2011,8/30/2012,0.5397,1.5014,-14.1699,2.2082,6,2,1975000,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,3,0,1
NY,New York,Kluster,web,acquired,1/1/2008,,1/1/2008,1/1/2008,0,0,3.5918,4.326,0,1,1000000,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
PA,Allentown,International Battery,cleantech,closed,1/1/2008,3/1/2013,5/6/2010,5/6/2010,2.3452,2.3452,3.055353048,4.754422568,0,1,35000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
NY,New York,Jingle Networks,mobile,acquired,9/1/2005,,10/1/2005,12/28/2009,0.0822,4.326,3.663,5.611,12,7,88651133,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,3.1667,1,1
MA,North Billerica,SemEquip,semiconductor,acquired,1/1/2000,,8/4/2005,8/4/2005,5.5945,5.5945,3.055353048,4.754422568,3,1,26000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,1
CA,Los Angeles,ItsGoinOn,games_video,closed,5/1/2010,11/1/2011,1/1/2011,1/1/2011,0.6712,0.6712,0,0.7562,3,1,100000,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
CO,Denver,mSnap,mobile,acquired,6/1/2005,,6/1/2006,6/1/2006,1,1,3.811,4.9178,6,1,5000000,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
GA,Duluth,Biofisica,biotech,closed,1/1/2000,4/26/2012,10/31/2006,4/21/2008,6.8356,8.3096,3.055353048,4.754422568,5,2,7300000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,3,1,0
CA,Mountain View,Ardian,biotech,acquired,1/1/2003,,1/1/2005,3/23/2009,2.0027,6.2274,4.0027,10.7616,8,3,64080000,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,4,1,1
RI,Providence,Tracelytics,enterprise,acquired,7/1/2010,,11/3/2011,3/22/2012,1.3425,1.726,-0.0822,1.7205,8,2,5800000,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,4,1,1
CA,San Francisco,Canopy Financial,finance,closed,1/1/2004,8/27/2009,1/1/2008,10/1/2009,4.0027,5.7534,5.9233,6,6,4,89500000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0
CA,San Francisco,Kyte,games_video,acquired,12/1/2006,,7/1/2007,3/1/2012,0.5808,5.2521,3.0877,4.1699,11,4,23350000,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,3,1,1
MA,Waltham,Ounce Labs,software,acquired,10/1/2002,,6/8/2006,9/16/2008,3.6877,5.9644,3.055353048,4.754422568,7,2,13500000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.5,1,1
MA,Boxborough,Crossbeam Systems,security,acquired,1/1/2000,,5/8/2007,2/14/2008,7.3534,8.126,11.0329,11.0575,13,2,24500000,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.5,1,1
CA,Redwood City,PacketHop,public_relations,closed,1/1/2002,1/4/2013,8/8/2005,8/8/2005,3.6027,3.6027,3.0027,3.0027,2,1,10000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,1,0
UT,Salt Lake City,Inaura,other,closed,1/1/2007,7/19/2012,1/6/2005,1/6/2005,-1.9863,-1.9863,3.055353048,4.754422568,3,1,8500000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
TX,The Woodlands,DynaPump,cleantech,closed,1/1/1992,11/12/2011,5/29/2008,5/29/2008,16.4192,16.4192,3.055353048,4.754422568,0,1,6000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0
CA,Palo Alto,Immunet Corporation,software,acquired,7/1/2008,,11/1/2009,11/1/2009,1.337,1.337,1.3479,1.3479,3,1,2000000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1
TX,Austin,CopperEgg Corporation,enterprise,acquired,6/1/2010,,7/12/2011,5/8/2012,1.1123,1.937,0,1.1123,3,2,4100000,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.5,1,1
CA,Mountain View,Wink,search,acquired,8/19/2004,,1/1/2005,1/1/2005,0.3699,0.3699,1.9507,8.3178,5,1,6200000,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,1
CA,San Francisco,PopularMedia,advertising,acquired,1/1/2003,,2/1/2007,7/28/2008,4.0877,5.5753,4.0027,4.0027,8,2,12250000,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2.5,1,1
CA,San Francisco,Miyowa,mobile,acquired,4/14/2003,,9/4/2006,5/8/2008,3.3945,5.0712,5.7233,8.7342,3,2,11725600,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1
MA,Burlington,Intrusic,software,closed,1/1/2001,2/19/2007,4/25/2005,10/30/2006,4.3151,5.8301,3.055353048,4.754422568,1,2,16000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0
WA,Seattle,Dashwire,mobile,acquired,8/11/2006,,1/31/2009,12/28/2010,2.4767,4.3836,3.3945,4.9863,10,3,5056559,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1.6667,1,1
CA,San Francisco,Reddit,web,acquired,1/1/2005,,6/1/2005,6/1/2005,0.4137,0.4137,6.8329,8.874,9,1,100000,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
CA,San Francisco,Pure Digital Technologies,hardware,acquired,9/1/2001,,1/1/2004,8/18/2008,2.3342,6.9671,4.0027,8.3014,11,3,68200000,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4,1,1
CA,Alameda,Voxify,enterprise,acquired,1/1/2001,,2/1/2005,4/21/2010,4.0877,9.3068,6.0027,6.0027,5,3,33000000,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,3.6667,1,1
NC,Durham,EvoApp,analytics,closed,1/1/2009,1/1/2013,10/15/2010,4/20/2012,1.7863,3.3014,2.0822,2.3288,8,3,3352194,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,9.5,0,0
NY,New York,Visual Revenue,analytics,acquired,3/1/2010,,7/28/2011,1/26/2012,1.4082,1.9068,-0.1616,1.8384,5,2,2212000,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,1,1
CA,Redwood City,Calibra Medical,biotech,acquired,1/1/2004,,11/24/2009,4/15/2011,5.9014,7.2904,3.055353048,4.754422568,1,4,19800000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,5,1,1
CA,San Mateo,Offermatic,web,closed,2/1/2010,6/1/2013,12/1/2010,3/9/2011,0.8301,1.0986,1.1014,1.1616,6,2,4500000,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,1,0
MA,Needham,HiWired,software,acquired,1/1/2004,,1/1/2008,1/2/2008,4.0027,4.0055,4.0027,4.0027,2,2,14000000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.5,1,1
FL,Weston,DateMyFamily.com,social,closed,11/11/2011,1/1/2013,12/1/2011,12/1/2011,0.0548,0.0548,0.0685,0.4,4,1,100000,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
CA,Palo Alto,Hyperic,software,acquired,1/1/2004,,5/10/2006,6/5/2007,2.3562,3.4274,3.0027,5.3425,4,2,9900000,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1
CA,San Francisco,Optimal,advertising,acquired,1/1/2008,,1/1/2008,1/22/2013,0,5.063,5.0055,5.7945,10,3,7600000,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,5,1,1
CA,Santa Barbara,SendMeHome.com,games_video,closed,7/1/2008,6/4/2012,7/1/2008,7/1/2008,0,0,0.737,0.737,2,1,50000,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0
CA,Palo Alto,Q-magic,public_relations,closed,2/1/2007,11/29/2011,1/1/2007,1/1/2007,-0.0849,-0.0849,3.055353048,4.754422568,3,1,650000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
CA,Los Angeles,Geodelic Systems,mobile,closed,1/1/2008,1/1/2011,12/1/2008,9/23/2010,0.9178,2.7288,2.4164,2.7288,8,3,10500000,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2,1,0
CA,Santa Monica,BlockBeacon,web,acquired,1/1/2012,,6/21/2012,6/21/2012,0.4712,0.4712,0,0.9178,12,1,500000,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
CA,Mountain View,PostPath,web,acquired,1/1/2003,,12/7/2004,1/16/2007,1.9342,4.0438,2.0027,10.189,2,2,24300000,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2.5,1,1
CA,Santa Clara,Attune Systems,hardware,closed,1/1/1999,2/12/2009,6/27/2006,11/14/2006,7.4904,7.874,7.0055,7.0055,6,2,18000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,4,1,0
CA,San Francisco,TokBox,messaging,acquired,5/1/2007,,12/26/2007,11/15/2010,0.6548,3.5452,3.8438,6.5589,27,3,26000000,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,3.6667,1,1
CA,Mountain View,Avega Systems,hardware,closed,1/1/2005,1/1/2012,4/1/2007,1/13/2010,2.2466,5.0356,3.055353048,4.754422568,2,2,9500000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3,1,0
MD,Columbia,Heartscape,biotech,acquired,1/1/2000,10/15/2009,4/24/2007,4/24/2007,7.3151,7.3151,5.0055,5.0055,6,1,16980999,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1
CA,Mountain View,PeerMe,games_video,closed,1/1/2004,2/3/2009,1/1/2005,1/1/2005,1.0027,1.0027,1.1644,3.5699,2,1,5000000,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0
WA,SPOKANE,Pacinian,hardware,closed,4/1/2007,1/1/2012,12/1/2008,12/1/2008,1.6712,1.6712,3.055353048,4.754422568,3,1,350000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
MA,Burlington,neoSaej,web,closed,1/1/2006,6/1/2013,3/29/2007,12/21/2010,1.2384,4.9726,1,1,1,5,13130000,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0
WA,Seattle,Kiha Software,software,closed,1/1/2008,8/1/2011,10/28/2010,10/28/2010,2.8247,2.8247,0,2.8219,1,1,20000000,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
MA,Cambridge,Vlingo,mobile,acquired,6/1/2006,,12/1/2006,9/16/2009,0.5014,3.2959,2.0685,6.9973,18,3,26500000,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2,1,1
MA,Maynard,Tizor Systems,enterprise,acquired,1/1/2002,,9/12/2005,2/7/2006,3.6986,4.1041,3.055353048,4.754422568,4,2,15000000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,1,1
MD,Frederick,Cerona Networks,public_relations,closed,1/1/2002,1/18/2012,4/21/2006,4/21/2006,4.3041,4.3041,3.055353048,4.754422568,0,1,2600000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
CA,Fremont,Oorja Protonics,cleantech,closed,1/1/2004,10/16/2012,5/25/2006,1/11/2010,2.3973,6.0329,3.055353048,4.754422568,1,4,21470000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3.5,1,0
TX,Austin,Hurricane Party,mobile,closed,5/1/2010,7/1/2012,5/1/2010,5/1/2010,0,0,0.274,0.863,5,1,20000,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
CA,Sunnyvale,Minekey,web,closed,1/1/2005,8/18/2012,12/1/2006,8/1/2007,1.9151,2.5808,2,6.9178,10,2,3600000,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
NY,New York,Blip,games_video,acquired,5/1/2005,,3/1/2006,7/30/2012,0.8329,7.2521,8.0055,8.4,23,7,27300000,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,2,1,1
CA,San Francisco,Fabkids,ecommerce,acquired,1/1/2012,,8/2/2012,8/2/2012,0.5863,0.5863,1.0493,1.0493,8,1,2600000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1
CA,Palo Alto,CafeBots,web,closed,1/1/2010,10/1/2010,10/21/2010,10/21/2010,0.8027,0.8027,0,1.411,5,1,5000000,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
CA,San Diego,Avaak,mobile,acquired,1/1/2004,,10/3/2008,3/22/2010,4.7589,6.2247,3.6685,6.2247,2,2,17000000,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3.5,1,1
ME,West Newfield,Newfield Design,manufacturing,closed,1/1/2008,6/1/2013,5/14/2012,5/14/2012,4.3699,4.3699,3.055353048,4.754422568,0,1,662000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0
NY,New York,Savored,hospitality,acquired,1/1/2010,,1/1/2010,1/10/2011,0,1.0247,2.0055,2.7315,12,2,3750000,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,4,1,1
CA,San Francisco,Digg,news,acquired,10/11/2004,,10/1/2005,7/12/2011,0.9726,6.7534,5.2466,9.1534,57,4,45000000,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,4.6667,1,1
NY,Long Island City,Songza,music,acquired,11/1/2007,,9/19/2011,9/10/2013,3.8849,5.863,2.8356,6.1123,9,2,6700000,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8,1,1
CA,Redwood City,Bigfoot Networks,hardware,acquired,1/1/2006,,3/6/2006,11/17/2009,0.1753,3.8795,2,4.474,12,3,20750000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,2.3333,1,1
CA,San Francisco,Kongregate,games_video,acquired,1/1/2006,,3/1/2007,7/2/2013,1.1616,7.5041,3.055353048,4.754422568,5,4,19000000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,2,1,1
CA,San Francisco,Powerset,search,acquired,10/1/2006,,5/1/2006,6/1/2007,-0.4192,0.6658,3.055353048,4.754422568,20,3,22500000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,4,1,1
CA,San Francisco,Kiptronic,advertising,acquired,5/1/2005,,11/1/2005,6/5/2008,0.5041,3.0986,2.2384,3.7562,10,3,7300000,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,2,1,1
WA,Seattle,Cozi Group,web,closed,3/3/2005,1/31/2013,12/1/2005,12/27/2012,0.7479,7.8247,4.3151,5.9041,16,7,26390819,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1.3333,1,0
WA,Bellevue,Likewise Software,software,acquired,11/1/2004,,4/30/2009,4/30/2009,4.4959,4.4959,3.055353048,4.754422568,4,1,10000000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1
NY,NY,Lifestander,web,closed,9/1/2010,6/1/2013,10/2/2010,10/2/2010,0.0849,0.0849,0,0,1,1,31000,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
CA,Menlo Park,Jaxtr,mobile,acquired,10/1/2005,,7/1/2007,6/23/2008,1.7479,2.7288,1.7479,6.1452,16,3,21500000,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3.3333,1,1
CO,Englewood,MX Logic,security,acquired,1/1/2002,,11/7/2006,11/7/2006,4.8521,4.8521,6.5863,6.5863,5,1,4000000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,1
CA,Solana Beach,Metaplace,games_video,acquired,7/1/2006,,1/1/2007,3/15/2010,0.5041,3.7068,2.9863,4.0219,5,3,9400000,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,4,1,1
NY,New York,TravelMuse,web,acquired,4/16/2007,,5/1/2007,6/1/2009,0.0411,2.1288,1.7562,4.874,9,3,5600000,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1
CA,San Francisco,Jambool,finance,acquired,8/1/2006,,8/1/2008,8/17/2009,2.0027,3.0466,3.5836,5.4767,9,2,6000000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.5,1,1
GA,NW Atlanta,Zipcar,transportation,acquired,10/31/2000,,12/20/2002,12/15/2010,2.137,10.1288,10.4164,12.1863,35,4,60704370,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2,1,1
CA,San Francisco,Hitpost,sports,acquired,4/1/2009,,1/1/2010,4/26/2012,0.7534,3.0712,3.9178,4.5041,16,3,2000000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3.6667,1,1
CA,San Francisco,Home-Account,finance,acquired,11/1/2008,,4/16/2009,7/16/2009,0.4548,0.7041,0.5808,1.737,5,2,1000000,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,5.5,1,1
PA,Bala Cynwyd,PayParade Pictures,games_video,closed,10/17/2007,1/27/2012,12/1/2008,3/13/2009,1.126,1.4055,0.7918,1.3973,3,2,200000,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,1,0
CA,San Bruno,Planet Metrics,cleantech,closed,1/1/2007,2/7/2011,11/12/2008,11/12/2008,1.8658,1.8658,0,1.863,2,1,2300000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0
